datasets/leftImg8bit/Images/448/frame3269_leftImg8bit.jpg,datasets/gtFine/Labels/448/frame3269_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/489/0001030_leftImg8bit.jpg,datasets/gtFine/Labels/489/0001030_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/512/frame2034_leftImg8bit.jpg,datasets/gtFine/Labels/512/frame2034_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/403/0005358_leftImg8bit.jpg,datasets/gtFine/Labels/403/0005358_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/547/0002331_leftImg8bit.jpg,datasets/gtFine/Labels/547/0002331_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/460/frame72193_leftImg8bit.jpg,datasets/gtFine/Labels/460/frame72193_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/277/frame10344_leftImg8bit.jpg,datasets/gtFine/Labels/277/frame10344_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/268/frame26285_leftImg8bit.jpg,datasets/gtFine/Labels/268/frame26285_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/350/frame14899_leftImg8bit.jpg,datasets/gtFine/Labels/350/frame14899_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/283/frame6277_leftImg8bit.jpg,datasets/gtFine/Labels/283/frame6277_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/283/frame1725_leftImg8bit.jpg,datasets/gtFine/Labels/283/frame1725_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/350/frame12226_leftImg8bit.jpg,datasets/gtFine/Labels/350/frame12226_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/338/frame6159_leftImg8bit.jpg,datasets/gtFine/Labels/338/frame6159_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/372/frame3698_leftImg8bit.jpg,datasets/gtFine/Labels/372/frame3698_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/491/frame20582_leftImg8bit.jpg,datasets/gtFine/Labels/491/frame20582_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/540/0000740_leftImg8bit.jpg,datasets/gtFine/Labels/540/0000740_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/431/0004045_leftImg8bit.jpg,datasets/gtFine/Labels/431/0004045_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/452/0003541_leftImg8bit.jpg,datasets/gtFine/Labels/452/0003541_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/512/frame13612_leftImg8bit.jpg,datasets/gtFine/Labels/512/frame13612_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/213/frame30430_leftImg8bit.jpg,datasets/gtFine/Labels/213/frame30430_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/306/frame2959_leftImg8bit.jpg,datasets/gtFine/Labels/306/frame2959_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/275/frame8670_leftImg8bit.jpg,datasets/gtFine/Labels/275/frame8670_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/483/frame11295_leftImg8bit.jpg,datasets/gtFine/Labels/483/frame11295_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/416/0001540_leftImg8bit.jpg,datasets/gtFine/Labels/416/0001540_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/282/frame3089_leftImg8bit.jpg,datasets/gtFine/Labels/282/frame3089_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/275/frame5280_leftImg8bit.jpg,datasets/gtFine/Labels/275/frame5280_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/476/frame34874_leftImg8bit.jpg,datasets/gtFine/Labels/476/frame34874_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/512/frame22430_leftImg8bit.jpg,datasets/gtFine/Labels/512/frame22430_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/489/0018650_leftImg8bit.jpg,datasets/gtFine/Labels/489/0018650_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/263/frame43886_leftImg8bit.jpg,datasets/gtFine/Labels/263/frame43886_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/338/frame63144_leftImg8bit.jpg,datasets/gtFine/Labels/338/frame63144_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/470/0020632_leftImg8bit.jpg,datasets/gtFine/Labels/470/0020632_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/493/0000000_leftImg8bit.jpg,datasets/gtFine/Labels/493/0000000_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/263/frame20713_leftImg8bit.jpg,datasets/gtFine/Labels/263/frame20713_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/377/frame9461_leftImg8bit.jpg,datasets/gtFine/Labels/377/frame9461_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/499/frame2369_leftImg8bit.jpg,datasets/gtFine/Labels/499/frame2369_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/540/0017821_leftImg8bit.jpg,datasets/gtFine/Labels/540/0017821_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/452/0001027_leftImg8bit.jpg,datasets/gtFine/Labels/452/0001027_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/316/frame13301_leftImg8bit.jpg,datasets/gtFine/Labels/316/frame13301_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/551/frame39253_leftImg8bit.jpg,datasets/gtFine/Labels/551/frame39253_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/460/frame40857_leftImg8bit.jpg,datasets/gtFine/Labels/460/frame40857_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/548/0018572_leftImg8bit.jpg,datasets/gtFine/Labels/548/0018572_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/442/0008159_leftImg8bit.jpg,datasets/gtFine/Labels/442/0008159_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/460/frame95175_leftImg8bit.jpg,datasets/gtFine/Labels/460/frame95175_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/338/frame58071_leftImg8bit.jpg,datasets/gtFine/Labels/338/frame58071_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/469/frame12021_leftImg8bit.jpg,datasets/gtFine/Labels/469/frame12021_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/268/frame20834_leftImg8bit.jpg,datasets/gtFine/Labels/268/frame20834_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/275/frame5631_leftImg8bit.jpg,datasets/gtFine/Labels/275/frame5631_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/489/0004316_leftImg8bit.jpg,datasets/gtFine/Labels/489/0004316_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/275/frame12253_leftImg8bit.jpg,datasets/gtFine/Labels/275/frame12253_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/437/frame0419_leftImg8bit.jpg,datasets/gtFine/Labels/437/frame0419_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/452/0003905_leftImg8bit.jpg,datasets/gtFine/Labels/452/0003905_gtFine_labellevel3Ids.png
datasets/leftImg8bit/Images/230/frame58828_leftImg8bit.jpg,datasets/gtFine/Labels/230/frame58828_gtFine_labellevel3Ids.png
